,State,Place,CityFIPS,Name,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate,Unemployment Rate
431,48,39148,4839148,"Killeen city, Texas",131237.0,27.7,45895.0,19986.0,21624.0,16.477060585048424,5.276713122061614
432,48,41464,4841464,"Laredo city, Texas",240524.0,28.2,40041.0,14797.0,73013.0,30.35580648916532,2.783506011874075
433,48,41980,4841980,"League City city, Texas",86136.0,35.1,89339.0,38460.0,4298.0,4.98978359803102,3.0428624500789447
434,48,42508,4842508,"Lewisville city, Texas",97462.0,31.6,58580.0,28524.0,9495.0,9.742258521269829,3.523424514169625
435,48,43888,4843888,"Longview city, Texas",81435.0,34.3,43466.0,23375.0,13485.0,16.559219009025604,3.563578313992755
436,48,45000,4845000,"Lubbock city, Texas",233162.0,29.3,42986.0,23521.0,48318.0,20.722930837786603,3.711153618514166
437,48,45384,4845384,"McAllen city, Texas",132796.0,32.6,41163.0,20926.0,35049.0,26.393114250429228,3.356275791439501
438,48,45744,4845744,"McKinney city, Texas",137643.0,33.0,81118.0,32849.0,12080.0,8.776327165202735,2.1308747992996375
439,48,47892,4847892,"Mesquite city, Texas",141201.0,32.3,50525.0,21774.0,20386.0,14.437574804711014,4.075041961459196
440,48,48072,4848072,"Midland city, Texas",115903.0,32.4,62665.0,34301.0,12937.0,11.161919881280037,2.368359749100541
441,48,48768,4848768,"Mission city, Texas",78707.0,30.2,41895.0,17485.0,20558.0,26.119658988400015,3.041660843381148
442,48,48804,4848804,"Missouri City city, Texas",68244.0,37.2,83524.0,33070.0,4721.0,6.917824277592169,3.8420960084403024
443,48,53388,4853388,"Odessa city, Texas",104223.0,30.9,52158.0,25567.0,15364.0,14.741467814206077,2.758508198766107
444,48,56000,4856000,"Pasadena city, Texas",150785.0,30.6,46058.0,20146.0,32598.0,21.61886129256889,5.025698842723083
445,48,56348,4856348,"Pearland city, Texas",94098.0,34.3,92346.0,36808.0,4247.0,4.513379668005697,2.653616442432358
446,48,57200,4857200,"Pharr city, Texas",71634.0,28.7,32087.0,12964.0,25599.0,35.735823770835076,4.908283775860625
447,48,58016,4858016,"Plano city, Texas",266740.0,37.5,82484.0,40938.0,20494.0,7.683137137287246,3.3512034190597584
448,48,61796,4861796,"Richardson city, Texas",101528.0,36.5,69323.0,34637.0,11845.0,11.666732329997636,4.382042392246474
449,48,63500,4863500,"Round Rock city, Texas",104070.0,31.6,69533.0,29704.0,8918.0,8.569232247525704,4.383587969635822
450,48,64472,4864472,"San Angelo city, Texas",94812.0,32.5,42385.0,23157.0,15625.0,16.479981436948908,3.6261232755347423
451,48,65000,4865000,"San Antonio city, Texas",1359033.0,32.7,45722.0,22619.0,265645.0,19.546618809109123,4.223664914685663
452,48,70808,4870808,"Sugar Land city, Texas",80755.0,41.4,104702.0,45093.0,3340.0,4.135966813200421,2.9682372608507213
453,48,74144,4874144,"Tyler city, Texas",98335.0,33.5,43289.0,27361.0,18922.0,19.242385722275895,3.6731580820664056
454,48,76000,4876000,"Waco city, Texas",126406.0,28.5,32650.0,18361.0,36314.0,28.72806670569435,4.1635681850545065
455,48,79000,4879000,"Wichita Falls city, Texas",104402.0,32.7,44028.0,22635.0,16395.0,15.703722150916649,3.3323116415394343
456,49,43660,4943660,"Layton city, Utah",68386.0,29.6,65439.0,25424.0,6388.0,9.341093206211799,2.5823999064135936
457,49,55980,4955980,"Ogden city, Utah",83363.0,30.2,41031.0,19349.0,18917.0,22.692321533534063,5.154564974868947
458,49,57300,4957300,"Orem city, Utah",89724.0,26.4,52960.0,20471.0,14660.0,16.33899514065356,3.8618429851544738
459,49,62470,4962470,"Provo city, Utah",114179.0,23.5,39688.0,16977.0,33808.0,29.609648008828245,4.365951707406791
460,49,65330,4965330,"St. George city, Utah",74301.0,33.9,47986.0,22167.0,11350.0,15.27570288421421,4.679614002503331
461,49,67000,4967000,"Salt Lake City city, Utah",188141.0,31.4,45862.0,28137.0,36752.0,19.534285456120674,4.761854141308912
462,49,67440,4967440,"Sandy city, Utah",88672.0,34.0,76904.0,30952.0,6899.0,7.780359076145796,3.320101046553591
463,49,82950,4982950,"West Jordan city, Utah",106118.0,28.7,67308.0,22303.0,9421.0,8.877852956143162,4.149154714563034
464,49,83470,4983470,"West Valley City city, Utah",130843.0,29.7,52389.0,17934.0,24819.0,18.9685348088931,5.03045634844814
465,50,10675,5010675,"Burlington city, Vermont",42331.0,27.5,42677.0,25441.0,9036.0,21.346058444166214,5.263282228154308
466,51,01000,5101000,"Alexandria city, Virginia",143684.0,35.7,85706.0,54608.0,11980.0,8.337741154199493,3.230700704323376
467,51,16000,5116000,"Chesapeake city, Virginia",225597.0,36.6,69743.0,29905.0,18714.0,8.295323076104735,3.7722132829780537
468,51,35000,5135000,"Hampton city, Virginia",136957.0,35.5,50705.0,25247.0,19618.0,14.324203947224312,5.254203874208693
469,51,47672,5147672,"Lynchburg city, Virginia",76467.0,29.5,38138.0,21440.0,16550.0,21.643323263630062,5.648188107288111
470,51,56000,5156000,"Newport News city, Virginia",181025.0,32.5,51027.0,25310.0,26163.0,14.45269990332827,4.92915343184643
471,51,57000,5157000,"Norfolk city, Virginia",244090.0,29.8,44747.0,24659.0,42580.0,17.444385267729118,5.688475562292597
472,51,64000,5164000,"Portsmouth city, Virginia",95901.0,35.2,46166.0,23138.0,16988.0,17.714100999989572,5.056255930595093
473,51,67000,5167000,"Richmond city, Virginia",207878.0,32.6,40496.0,27184.0,50681.0,24.380165289256198,6.017471786336216
474,51,68000,5168000,"Roanoke city, Virginia",97355.0,38.2,38145.0,23295.0,21360.0,21.940321503774843,4.283293102562785
475,51,76432,5176432,"Suffolk city, Virginia",84842.0,38.1,66085.0,29135.0,9528.0,11.230286886212017,4.257325381296999
476,51,82000,5182000,"Virginia Beach city, Virginia",442151.0,34.9,65219.0,31934.0,33928.0,7.673396645037555,3.312669201245728
477,53,03180,5303180,"Auburn city, Washington",71846.0,35.9,55483.0,26807.0,11397.0,15.863096066586866,5.715001531052529
478,53,05210,5305210,"Bellevue city, Washington",129209.0,37.8,90333.0,48620.0,9826.0,7.604733416402882,4.033000797158093
479,53,05280,5305280,"Bellingham city, Washington",81576.0,30.9,40648.0,24266.0,18574.0,22.7689516524468,5.733303912915563
480,53,22640,5322640,"Everett city, Washington",103918.0,34.6,47482.0,25478.0,17073.0,16.429300025019728,6.060547739563887
481,53,23515,5323515,"Federal Way city, Washington",90720.0,35.1,55872.0,26508.0,14523.0,16.008597883597883,5.263447971781305
482,53,35275,5335275,"Kennewick city, Washington",74969.0,32.6,51510.0,24669.0,12644.0,16.865637796956076,3.533460497005429
483,53,35415,5335415,"Kent city, Washington",115703.0,33.2,57553.0,25137.0,19660.0,16.991780679844084,4.920356429824637
484,53,57745,5357745,"Renton city, Washington",93601.0,35.5,64141.0,31124.0,11601.0,12.394098353650067,4.932639608551191
485,53,63000,5363000,"Seattle city, Washington",624681.0,36.1,65277.0,43237.0,82513.0,13.208821782637859,4.325247606378295
486,53,67000,5367000,"Spokane city, Washington",209478.0,35.2,42092.0,23965.0,39067.0,18.649691137016774,5.410114665979243
487,53,67167,5367167,"Spokane Valley city, Washington",90385.0,38.3,47897.0,23886.0,13032.0,14.418321624163301,5.265254190407701
488,53,70000,5370000,"Tacoma city, Washington",200890.0,35.3,50503.0,26147.0,35120.0,17.4822041913485,5.995818607197969
489,53,74060,5374060,"Vancouver city, Washington",164111.0,36.6,48979.0,25871.0,26758.0,16.304818080445553,6.285380017183492
490,53,80010,5380010,"Yakima city, Washington",92082.0,33.0,39462.0,19908.0,21835.0,23.712560543863077,5.415825025520731
491,54,14600,5414600,"Charleston city, West Virginia",51135.0,41.5,48527.0,36334.0,9154.0,17.901632932433753,3.8799256869072063
492,55,02375,5502375,"Appleton city, Wisconsin",72923.0,35.8,53183.0,27246.0,7996.0,10.964990469399229,2.9085473718854136
493,55,31000,5531000,"Green Bay city, Wisconsin",104393.0,34.0,42427.0,23897.0,17922.0,17.167817765558993,4.845152452750663
494,55,39225,5539225,"Kenosha city, Wisconsin",99535.0,34.1,48643.0,23179.0,17804.0,17.88717536544934,6.477118601496961
495,55,48000,5548000,"Madison city, Wisconsin",237395.0,30.8,53464.0,31322.0,43981.0,18.526506455485585,3.8989869205332885
496,55,53000,5553000,"Milwaukee city, Wisconsin",596459.0,30.6,35467.0,19229.0,168664.0,28.277551348877292,6.881445329855028
497,55,66000,5566000,"Racine city, Wisconsin",78548.0,33.6,38072.0,20000.0,17621.0,22.43341650965015,6.842949534042878
498,55,84250,5584250,"Waukesha city, Wisconsin",70775.0,34.0,57802.0,28920.0,7912.0,11.179088661250441,3.8290356764394207
499,56,13900,5613900,"Cheyenne city, Wyoming",60528.0,35.0,52848.0,27717.0,7255.0,11.986188210415014,3.125826063970394
