,Average Temperature,Historic Low Temp,Average High Temp,Average Low Temp,Historic High Temp,State_x,City,CityFIPS,State_y,Place,Name,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate,Unemployment Rate
423,61.0,1.0,89.0,36.0,112.0,Texas,Lubbock,4845000.0,48,45000,"Lubbock city, Texas",233162.0,29.3,42986.0,23521.0,48318.0,20.722930837786603,3.711153618514166
424,75.0,27.0,95.0,56.0,109.0,Texas,McAllen,4845384.0,48,45384,"McAllen city, Texas",132796.0,32.6,41163.0,20926.0,35049.0,26.393114250429228,3.356275791439501
425,64.0,8.0,86.0,42.0,106.0,Texas,McKinney,4845744.0,48,45744,"McKinney city, Texas",137643.0,33.0,81118.0,32849.0,12080.0,8.776327165202735,2.1308747992996375
426,65.0,9.0,86.0,44.0,106.0,Texas,Mesquite,4847892.0,48,47892,"Mesquite city, Texas",141201.0,32.3,50525.0,21774.0,20386.0,14.437574804711014,4.075041961459196
427,68.0,9.0,91.0,44.0,111.0,Texas,Midland,4848072.0,48,48072,"Midland city, Texas",115903.0,32.4,62665.0,34301.0,12937.0,11.161919881280037,2.368359749100541
428,75.0,27.0,95.0,56.0,109.0,Texas,Mission,4848768.0,48,48768,"Mission city, Texas",78707.0,30.2,41895.0,17485.0,20558.0,26.119658988400015,3.041660843381148
429,69.0,1.0,88.0,49.0,104.0,Texas,Missouri City,4848804.0,48,48804,"Missouri City city, Texas",68244.0,37.2,83524.0,33070.0,4721.0,6.917824277592169,3.8420960084403024
430,65.0,6.0,89.0,42.0,110.0,Texas,Odessa,4853388.0,48,53388,"Odessa city, Texas",104223.0,30.9,52158.0,25567.0,15364.0,14.741467814206077,2.758508198766107
431,70.0,21.0,88.0,53.0,104.0,Texas,Pasadena,4856000.0,48,56000,"Pasadena city, Texas",150785.0,30.6,46058.0,20146.0,32598.0,21.61886129256889,5.025698842723083
432,70.0,21.0,87.0,51.0,103.0,Texas,Pearland,4856348.0,48,56348,"Pearland city, Texas",94098.0,34.3,92346.0,36808.0,4247.0,4.513379668005697,2.653616442432358
433,75.0,27.0,95.0,56.0,109.0,Texas,Pharr,4857200.0,48,57200,"Pharr city, Texas",71634.0,28.7,32087.0,12964.0,25599.0,35.735823770835076,4.908283775860625
434,67.0,12.0,87.0,47.0,106.0,Texas,Plano,4858016.0,48,58016,"Plano city, Texas",266740.0,37.5,82484.0,40938.0,20494.0,7.683137137287246,3.3512034190597584
435,67.0,12.0,87.0,47.0,106.0,Texas,Richardson,4861796.0,48,61796,"Richardson city, Texas",101528.0,36.5,69323.0,34637.0,11845.0,11.666732329997636,4.382042392246474
436,67.0,10.0,88.0,44.0,109.0,Texas,Round Rock,4863500.0,48,63500,"Round Rock city, Texas",104070.0,31.6,69533.0,29704.0,8918.0,8.569232247525704,4.383587969635822
437,66.0,10.0,92.0,41.0,110.0,Texas,San Angelo,4864472.0,48,64472,"San Angelo city, Texas",94812.0,32.5,42385.0,23157.0,15625.0,16.479981436948908,3.6261232755347423
438,69.0,16.0,90.0,48.0,106.0,Texas,San Antonio,4865000.0,48,65000,"San Antonio city, Texas",1359033.0,32.7,45722.0,22619.0,265645.0,19.546618809109123,4.223664914685663
439,69.0,1.0,88.0,49.0,104.0,Texas,Sugar Land,4870808.0,48,70808,"Sugar Land city, Texas",80755.0,41.4,104702.0,45093.0,3340.0,4.135966813200421,2.9682372608507213
440,66.0,13.0,87.0,45.0,109.0,Texas,Tyler,4874144.0,48,74144,"Tyler city, Texas",98335.0,33.5,43289.0,27361.0,18922.0,19.242385722275895,3.6731580820664056
441,67.0,1.0,89.0,43.0,114.0,Texas,Waco,4876000.0,48,76000,"Waco city, Texas",126406.0,28.5,32650.0,18361.0,36314.0,28.72806670569435,4.1635681850545065
442,63.0,3.0,90.0,40.0,112.0,Texas,Wichita Falls,4879000.0,48,79000,"Wichita Falls city, Texas",104402.0,32.7,44028.0,22635.0,16395.0,15.703722150916649,3.3323116415394343
443,52.0,-7.0,74.0,31.0,99.0,Utah,Layton,4943660.0,49,43660,"Layton city, Utah",68386.0,29.6,65439.0,25424.0,6388.0,9.341093206211799,2.5823999064135936
444,52.0,-7.0,75.0,31.0,101.0,Utah,Ogden,4955980.0,49,55980,"Ogden city, Utah",83363.0,30.2,41031.0,19349.0,18917.0,22.692321533534063,5.154564974868947
445,52.0,-8.0,75.0,29.0,100.0,Utah,Orem,4957300.0,49,57300,"Orem city, Utah",89724.0,26.4,52960.0,20471.0,14660.0,16.33899514065356,3.8618429851544738
446,52.0,-8.0,75.0,29.0,100.0,Utah,Provo,4962470.0,49,62470,"Provo city, Utah",114179.0,23.5,39688.0,16977.0,33808.0,29.609648008828245,4.365951707406791
447,65.0,-3.0,86.0,41.0,113.0,Utah,St. George,4965330.0,49,65330,"St. George city, Utah",74301.0,33.9,47986.0,22167.0,11350.0,15.27570288421421,4.679614002503331
448,55.0,-5.0,79.0,33.0,104.0,Utah,Salt Lake City,4967000.0,49,67000,"Salt Lake City city, Utah",188141.0,31.4,45862.0,28137.0,36752.0,19.534285456120674,4.761854141308912
449,55.0,-5.0,79.0,33.0,104.0,Utah,Sandy,4967440.0,49,67440,"Sandy city, Utah",88672.0,34.0,76904.0,30952.0,6899.0,7.780359076145796,3.320101046553591
450,55.0,-5.0,79.0,33.0,104.0,Utah,West Jordan,4982950.0,49,82950,"West Jordan city, Utah",106118.0,28.7,67308.0,22303.0,9421.0,8.877852956143162,4.149154714563034
451,55.0,-5.0,79.0,33.0,104.0,Utah,West Valley City,4983470.0,49,83470,"West Valley City city, Utah",130843.0,29.7,52389.0,17934.0,24819.0,18.9685348088931,5.03045634844814
452,47.0,-19.0,73.0,24.0,97.0,Vermont,Burlington,5010675.0,50,10675,"Burlington city, Vermont",42331.0,27.5,42677.0,25441.0,9036.0,21.346058444166214,5.263282228154308
453,58.0,5.0,81.0,41.0,105.0,Virginia,Alexandria,5101000.0,51,01000,"Alexandria city, Virginia",143684.0,35.7,85706.0,54608.0,11980.0,8.337741154199493,3.230700704323376
454,58.0,-6.0,82.0,37.0,100.0,Virginia,Chesapeake,5116000.0,51,16000,"Chesapeake city, Virginia",225597.0,36.6,69743.0,29905.0,18714.0,8.295323076104735,3.7722132829780537
455,59.0,5.0,81.0,40.0,99.0,Virginia,Hampton,5135000.0,51,35000,"Hampton city, Virginia",136957.0,35.5,50705.0,25247.0,19618.0,14.324203947224312,5.254203874208693
456,55.0,-11.0,79.0,34.0,101.0,Virginia,Lynchburg,5147672.0,51,47672,"Lynchburg city, Virginia",76467.0,29.5,38138.0,21440.0,16550.0,21.643323263630062,5.648188107288111
457,59.0,5.0,82.0,39.0,101.0,Virginia,Newport News,5156000.0,51,56000,"Newport News city, Virginia",181025.0,32.5,51027.0,25310.0,26163.0,14.45269990332827,4.92915343184643
458,61.0,11.0,83.0,44.0,104.0,Virginia,Norfolk,5157000.0,51,57000,"Norfolk city, Virginia",244090.0,29.8,44747.0,24659.0,42580.0,17.444385267729118,5.688475562292597
459,61.0,11.0,83.0,44.0,104.0,Virginia,Portsmouth,5164000.0,51,64000,"Portsmouth city, Virginia",95901.0,35.2,46166.0,23138.0,16988.0,17.714100999989572,5.056255930595093
460,58.0,-2.0,83.0,38.0,104.0,Virginia,Richmond,5167000.0,51,67000,"Richmond city, Virginia",207878.0,32.6,40496.0,27184.0,50681.0,24.380165289256198,6.017471786336216
461,57.0,0.0,80.0,36.0,102.0,Virginia,Roanoke,5168000.0,51,68000,"Roanoke city, Virginia",97355.0,38.2,38145.0,23295.0,21360.0,21.940321503774843,4.283293102562785
462,58.0,-5.0,82.0,38.0,102.0,Virginia,Suffolk,5176432.0,51,76432,"Suffolk city, Virginia",84842.0,38.1,66085.0,29135.0,9528.0,11.230286886212017,4.257325381296999
463,60.0,5.0,82.0,40.0,101.0,Virginia,Virginia Beach,5182000.0,51,82000,"Virginia Beach city, Virginia",442151.0,34.9,65219.0,31934.0,33928.0,7.673396645037555,3.312669201245728
464,55.0,14.0,73.0,38.0,106.0,Washington,Auburn,5303180.0,53,03180,"Auburn city, Washington",71846.0,35.9,55483.0,26807.0,11397.0,15.863096066586866,5.715001531052529
465,55.0,14.0,73.0,39.0,105.0,Washington,Bellevue,5305210.0,53,05210,"Bellevue city, Washington",129209.0,37.8,90333.0,48620.0,9826.0,7.604733416402882,4.033000797158093
466,52.0,10.0,69.0,34.0,97.0,Washington,Bellingham,5305280.0,53,05280,"Bellingham city, Washington",81576.0,30.9,40648.0,24266.0,18574.0,22.7689516524468,5.733303912915563
467,52.0,13.0,69.0,39.0,100.0,Washington,Everett,5322640.0,53,22640,"Everett city, Washington",103918.0,34.6,47482.0,25478.0,17073.0,16.429300025019728,6.060547739563887
468,54.0,14.0,73.0,39.0,103.0,Washington,Federal Way,5323515.0,53,23515,"Federal Way city, Washington",90720.0,35.1,55872.0,26508.0,14523.0,16.008597883597883,5.263447971781305
469,55.0,-8.0,80.0,30.0,109.0,Washington,Kennewick,5335275.0,53,35275,"Kennewick city, Washington",74969.0,32.6,51510.0,24669.0,12644.0,16.865637796956076,3.533460497005429
470,55.0,14.0,73.0,38.0,106.0,Washington,Kent,5335415.0,53,35415,"Kent city, Washington",115703.0,33.2,57553.0,25137.0,19660.0,16.991780679844084,4.920356429824637
471,55.0,14.0,73.0,38.0,106.0,Washington,Renton,5357745.0,53,57745,"Renton city, Washington",93601.0,35.5,64141.0,31124.0,11601.0,12.394098353650067,4.932639608551191
472,55.0,14.0,73.0,39.0,105.0,Washington,Seattle,5363000.0,53,63000,"Seattle city, Washington",624681.0,36.1,65277.0,43237.0,82513.0,13.208821782637859,4.325247606378295
473,51.0,-2.0,74.0,30.0,107.0,Washington,Spokane,5367000.0,53,67000,"Spokane city, Washington",209478.0,35.2,42092.0,23965.0,39067.0,18.649691137016774,5.410114665979243
474,51.0,-2.0,74.0,30.0,107.0,Washington,Spokane Valley,5367167.0,53,67167,"Spokane Valley city, Washington",90385.0,38.3,47897.0,23886.0,13032.0,14.418321624163301,5.265254190407701
475,54.0,-10.0,78.0,28.0,108.0,Washington,Yakima,5380010.0,53,80010,"Yakima city, Washington",92082.0,33.0,39462.0,19908.0,21835.0,23.712560543863077,5.415825025520731
476,55.0,-4.0,81.0,32.0,101.0,West Virginia,Charleston,5414600.0,54,14600,"Charleston city, West Virginia",51135.0,41.5,48527.0,36334.0,9154.0,17.901632932433753,3.8799256869072063
477,45.0,-24.0,68.0,24.0,97.0,Wisconsin,Appleton,5502375.0,55,02375,"Appleton city, Wisconsin",72923.0,35.8,53183.0,27246.0,7996.0,10.964990469399229,2.9085473718854136
478,45.0,-21.0,69.0,23.0,99.0,Wisconsin,Green Bay,5531000.0,55,31000,"Green Bay city, Wisconsin",104393.0,34.0,42427.0,23897.0,17922.0,17.167817765558993,4.845152452750663
479,47.0,-21.0,73.0,25.0,106.0,Wisconsin,Kenosha,5539225.0,55,39225,"Kenosha city, Wisconsin",99535.0,34.1,48643.0,23179.0,17804.0,17.88717536544934,6.477118601496961
480,47.0,-26.0,72.0,24.0,104.0,Wisconsin,Madison,5548000.0,55,48000,"Madison city, Wisconsin",237395.0,30.8,53464.0,31322.0,43981.0,18.526506455485585,3.8989869205332885
481,47.0,-24.0,71.0,26.0,102.0,Wisconsin,Milwaukee,5553000.0,55,53000,"Milwaukee city, Wisconsin",596459.0,30.6,35467.0,19229.0,168664.0,28.277551348877292,6.881445329855028
482,48.0,-18.0,71.0,27.0,102.0,Wisconsin,Racine,5566000.0,55,66000,"Racine city, Wisconsin",78548.0,33.6,38072.0,20000.0,17621.0,22.43341650965015,6.842949534042878
483,45.0,-26.0,69.0,24.0,100.0,Wisconsin,Waukesha,5584250.0,55,84250,"Waukesha city, Wisconsin",70775.0,34.0,57802.0,28920.0,7912.0,11.179088661250441,3.8290356764394207
484,46.0,-24.0,74.0,20.0,97.0,Wyoming,Cheyenne,5613900.0,56,13900,"Cheyenne city, Wyoming",60528.0,35.0,52848.0,27717.0,7255.0,11.986188210415014,3.125826063970394
485,,,,,,,,646842.0,06,46842,"Menifee city, California",79604.0,37.9,54903.0,23478.0,8108.0,10.18541781820009,7.726998643284257
486,,,,,,,,665042.0,06,65042,"San Buenaventura (Ventura) city, California",107551.0,39.3,65137.0,32311.0,11290.0,10.497345445416594,5.1463956634526875
487,,,,,,,,1269700.0,12,69700,"Sunrise city, Florida",86834.0,38.7,48642.0,23524.0,10937.0,12.595296773153374,5.710896653384619
488,,,,,,,,2052575.0,20,52575,"Olathe city, Kansas",128050.0,33.6,76379.0,31557.0,9146.0,7.142522452167122,3.296368606013276
489,,,,,,,,2688940.0,26,88940,"Wyoming city, Michigan",72864.0,32.8,45477.0,21246.0,12106.0,16.6145147123408,6.243137900746596
490,,,,,,,,3421000.0,34,21000,"Elizabeth city, New Jersey",125888.0,32.3,44110.0,19061.0,22680.0,18.016014234875446,6.555033045246568
491,,,,,,,,3436000.0,34,36000,"Jersey City city, New Jersey",251717.0,33.3,58206.0,32751.0,45824.0,18.204571006328536,6.1215571455245374
492,,,,,,,,3570500.0,35,70500,"Santa Fe city, New Mexico",68800.0,44.2,50283.0,33887.0,12090.0,17.572674418604652,5.3648255813953485
493,,,,,,,,3601000.0,36,01000,"Albany city, New York",98142.0,30.7,40287.0,23860.0,22337.0,22.759878543335166,5.189419412687738
494,,,,,,,,3611000.0,36,11000,"Buffalo city, New York",260568.0,33.5,30942.0,20392.0,77299.0,29.665576740044827,6.562586349820393
495,,,,,,,,3663000.0,36,63000,"Rochester city, New York",210624.0,31.1,30875.0,18847.0,66312.0,31.48359161349134,6.557657247037374
496,,,,,,,,3684000.0,36,84000,"Yonkers city, New York",197493.0,37.6,59195.0,29679.0,30362.0,15.3737094479298,4.6507977497936634
497,,,,,,,,4801000.0,48,01000,"Abilene city, Texas",119721.0,31.2,42559.0,20762.0,20778.0,17.355351191520285,3.175716875067866
498,,,,,,,,5370000.0,53,70000,"Tacoma city, Washington",200890.0,35.3,50503.0,26147.0,35120.0,17.4822041913485,5.995818607197969
499,,,,,,,,5374060.0,53,74060,"Vancouver city, Washington",164111.0,36.6,48979.0,25871.0,26758.0,16.304818080445553,6.285380017183492
